ticker	lastOpen	lastClose	Index	Market Cap	Income	Sales	Book/sh	Cash/sh	Dividend	Dividend %	Employees	Optionable	Shortable	Recom	P/E	Forward P/E	PEG	P/S	P/B	P/C	P/FCF	Quick Ratio	Current Ratio	Debt/Eq	LT Debt/Eq	SMA20	EPS (ttm)	EPS next Y	EPS next Q	EPS this Y	EPS next 5Y	EPS past 5Y	Sales past 5Y	Sales Q/Q	EPS Q/Q	Earnings	SMA50	Insider Own	Insider Trans	Inst Own	ROA	ROE	ROI	Gross Margin	Oper. Margin	Profit Margin	Payout	Shs Outstand	Shs Float	Short Float	Short Ratio	Target Price	52W Range	52W High	52W Low	RSI (14)	Rel Volume	Avg Volume	Perf Week	Perf Month	Perf Quarter	Perf Half Y	Perf Year	Perf YTD	Beta	ATR	Volatility	Prev Close	Price
TRV	170.85	169	DJIA S&P500	40.71B	3.92B	35.31B	105.98	3.12	3.72	2.20%	30800	Yes	Yes	2.80	10.69	11.49	1.51	1.15	1.59	54.13	6.28	-	-	0.29	0.28	1.21%	15.82	14.71	1.97	37.80%	7.06%	7.10%	4.70%	6.00%	44.80%	Jul 21 BMO	-1.23%	0.40%	-23.34%	84.10%	3.30%	14.00%	11.10%	-	14.40%	11.10%	21.80%	240.90M	239.46M	1.26%	2.30	181.94	145.40 - 187.98	-10.10%	16.23%	49.94	0.53	1.31M	-0.08%	-5.40%	-7.44%	5.78%	13.79%	8.04%	0.70	4.17	2.42% 2.40%	169.63	181.94
ACOR	0.46	0.44	-	6.00M	-95.00M	122.70M	9.63	-	-	-	118	Yes	Yes	2.00	-	-	-	0.05	0.05	-	-	1.40	1.70	0.00	1.43	-7.44%	-8.30	-	-	20.60%	29.00%	-16.40%	-24.30%	-22.10%	47.60%	May 11 AMC	-31.94%	1.00%	-1.64%	43.60%	-20.70%	-60.00%	-22.40%	71.70%	-54.50%	-77.40%	-	13.25M	13.11M	1.65%	0.12	-	0.28 - 6.36	-93.15%	57.72%	40.82	0.26	1.78M	-6.46%	20.03%	-73.59%	-82.00%	-90.01%	-81.77%	0.49	0.07	10.77% 17.26%	0.45	-
MGLD	1.55	1.59	-	63.11M	0.70M	37.60M	0.73	0.48	-	-	63	No	No	-	83.68	-	-	1.68	2.18	3.30	631.07	5.70	6.30	0.04	0.02	23.02%	0.02	-	-	229.70%	-	2.00%	7.50%	-7.40%	-45.50%	-	24.39%	0.10%	319.98%	0.60%	2.20%	2.80%	21.90%	75.30%	3.60%	1.90%	0.00%	38.83M	7.47M	2.64%	0.63	-	0.97 - 7.11	-77.64%	64.39%	64.33	0.13	311.82K	13.57%	19.55%	-10.17%	-56.44%	-6.47%	-47.00%	0.49	0.16	11.53% 11.60%	1.60	-
AMSC	5.03	5.09	-	145.52M	-19.20M	108.40M	4.00	1.42	-	-	326	Yes	Yes	1.70	-	-	-	1.34	1.27	3.58	-	1.30	1.70	0.00	0.00	-2.70%	-0.71	-0.30	-0.24	25.70%	25.00%	18.70%	7.60%	33.50%	36.10%	Jun 01 AMC	-4.55%	3.50%	-7.07%	60.40%	-10.60%	-16.80%	-17.60%	12.40%	-19.50%	-17.70%	-	28.53M	27.56M	6.46%	4.48	16.00	4.23 - 19.36	-73.71%	20.33%	47.40	0.81	398.00K	-1.74%	-19.59%	-32.22%	-51.43%	-67.74%	-53.22%	1.33	0.45	6.89% 8.87%	5.10	16.00
ENG	1.06	1.11	-	37.30M	-9.40M	31.30M	0.70	0.53	-	-	198	Yes	Yes	2.00	-	3.00	-	1.19	1.59	2.11	-	4.10	4.10	0.08	0.07	5.39%	-0.29	0.37	-0.03	-683.60%	-	-16.10%	-9.30%	-40.30%	-	-	-0.08%	35.02%	0.00%	9.30%	-22.60%	-32.70%	-28.30%	-7.40%	-33.00%	-29.80%	-	35.23M	22.89M	1.56%	2.28	3.50	0.75 - 3.65	-69.59%	47.98%	54.51	0.61	156.37K	16.60%	-4.31%	-9.02%	-13.28%	-59.34%	-15.91%	1.74	0.07	5.66% 7.42%	1.06	3.50
GMDA	1.87	1.91	-	112.19M	-92.00M	-	0.42	1.19	-	-	166	Yes	Yes	1.90	-	-	-	-	4.55	1.61	-	3.60	3.60	2.86	2.86	-0.00%	-1.55	-0.99	-0.30	-7.60%	-	-10.20%	-	-	-4.80%	May 10 BMO	-12.19%	0.50%	0.00%	29.50%	-58.80%	-205.60%	-	-	-	-	-	59.47M	41.91M	6.70%	3.75	14.40	1.67 - 6.31	-69.73%	14.37%	45.46	0.51	749.32K	7.91%	-15.11%	-53.41%	-20.42%	-68.84%	-24.80%	1.83	0.14	8.00% 7.57%	1.87	14.40
ENTX	1.4	1.48	-	41.80M	-6.50M	0.50M	0.69	0.71	-	-	18	Yes	Yes	2.00	-	-	-	83.59	2.14	2.08	-	9.30	9.30	0.00	0.00	-8.02%	-0.16	-0.77	-0.21	23.40%	-	-35.90%	-	-50.00%	69.70%	May 12 BMO	-26.69%	2.80%	10.30%	17.20%	-	-	-53.80%	23.40%	-	-	-	28.80M	22.09M	0.57%	3.68	6.75	1.31 - 5.95	-75.13%	12.98%	37.56	0.64	34.38K	11.28%	-27.45%	-45.79%	-48.25%	-74.66%	-47.42%	1.82	0.15	7.22% 9.33%	1.45	6.75
FRSX	0.71	0.68	-	43.88M	-	0.12M	0.82	-	-	-	68	Yes	Yes	2.00	-	-	-	365.67	0.83	-	-	-	-	-	-	5.05%	-0.30	-0.25	-0.06	-228.60%	-	-	-	-	-	-	-5.30%	-	-	13.76%	-	-	-	-	-	-	-	64.53M	59.81M	1.89%	2.06	6.00	0.49 - 3.98	-82.91%	40.12%	49.53	0.70	549.10K	9.57%	-14.25%	-32.67%	-59.04%	-82.43%	-60.00%	-	0.07	11.31% 10.09%	0.71	6.00
IIIN	35.6	35.77	-	694.30M	105.70M	723.70M	16.68	3.59	0.12	0.34%	913	Yes	Yes	2.00	6.64	8.09	0.51	0.96	2.14	9.96	315.59	2.10	3.80	0.00	0.00	-1.77%	5.39	4.42	2.08	247.70%	13.00%	11.80%	7.10%	53.40%	160.10%	Jul 21 BMO	-10.27%	4.30%	-6.31%	83.50%	27.20%	35.50%	22.10%	23.60%	18.90%	14.60%	2.20%	19.49M	18.47M	3.42%	4.69	55.50	30.09 - 47.70	-25.01%	18.87%	44.76	0.35	134.74K	6.24%	-18.09%	1.50%	-15.84%	14.87%	-10.15%	1.33	1.47	3.88% 4.02%	35.71	55.50
LQDA	4.2	4.27	-	274.82M	-41.30M	13.30M	1.06	0.90	-	-	47	Yes	Yes	2.00	-	-	-	20.66	4.03	4.75	-	7.80	7.80	0.36	0.36	-3.24%	-0.79	-0.49	-0.20	60.50%	-	7.20%	-0.60%	12.90%	-43.80%	May 12 BMO	-10.51%	8.30%	90.23%	40.90%	-42.20%	-60.60%	-44.20%	77.20%	-	-	-	52.47M	48.96M	2.38%	1.13	11.83	2.25 - 7.78	-45.10%	89.78%	44.74	0.26	1.04M	-2.06%	-4.47%	-43.44%	-26.38%	64.86%	-12.32%	0.27	0.34	5.70% 7.67%	4.27	11.83
BBWI	28.17	27.62	S&P 500	6.43B	1.14B	7.86B	-11.08	2.80	0.80	2.90%	8800	Yes	Yes	-	6.31	5.86	0.33	0.82	-	9.88	-	0.80	1.40	-	-	-10.34%	4.37	4.71	0.61	27.90%	19.33%	-0.20%	-8.90%	-1.40%	99.10%	May 18 AMC	-30.75%	0.40%	-2.34%	-	-	-	43.90%	48.10%	-	-	-	240.00M	222.73M	9.25%	3.61	60.56	25.75 - 82.00	-66.32%	7.26%	33.98	0.58	5.70M	2.60%	-26.68%	-39.32%	-58.53%	-52.12%	-60.42%	1.75	1.70	5.35% 5.60%	28.12	60.56
CHMG	46.02	45.63	-	215.83M	26.80M	69.70M	39.56	14.61	1.24	2.72%	337	No	Yes	2.30	7.98	8.44	-	3.10	1.15	3.12	7.91	-	-	0.02	0.02	3.29%	5.72	5.41	1.18	40.70%	-	21.80%	4.20%	4.80%	5.20%	Apr 21 AMC	0.74%	5.10%	-0.80%	35.40%	1.10%	13.30%	27.10%	-	96.60%	38.40%	21.70%	4.69M	3.77M	0.14%	0.74	51.33	40.74 - 49.50	-7.82%	11.99%	54.14	1.14	7.16K	-2.91%	1.42%	0.02%	0.18%	7.59%	-1.77%	0.02	1.50	4.34% 3.17%	46.15	51.33
BZH	12.8	13.18	-	408.05M	165.10M	2.12B	26.23	5.29	-	-	1052	Yes	Yes	1.70	2.46	2.04	0.61	0.19	0.50	2.49	-	-	-	1.31	1.31	3.97%	5.37	6.47	1.42	125.50%	4.00%	89.60%	3.30%	-7.50%	77.70%	Jul 28 AMC	-8.02%	5.54%	0.00%	77.90%	7.90%	22.30%	6.90%	21.20%	8.90%	7.80%	0.00%	30.59M	29.72M	4.31%	2.98	28.25	10.09 - 23.97	-45.01%	30.62%	49.72	0.57	429.64K	9.20%	-18.94%	-9.04%	-41.71%	-25.03%	-43.24%	1.98	0.71	5.01% 6.16%	12.97	28.25
USER	6.25	6.31	-	911.48M	-50.70M	147.40M	1.91	1.24	-	-	705	Yes	Yes	1.50	-	-	-	6.18	3.30	5.11	-	2.00	2.00	0.00	0.00	17.87%	-0.46	-0.34	-0.10	-73.70%	-	-	-	44.60%	-287.00%	May 04 AMC	11.41%	1.60%	121.89%	85.90%	-	-	24.90%	74.80%	-28.80%	-28.30%	-	78.48M	32.51M	3.40%	1.99	13.00	4.14 - 15.98	-60.51%	52.42%	59.15	0.35	553.44K	25.70%	1.45%	-36.00%	-23.88%	-	-25.06%	-	0.58	9.68% 11.86%	6.38	13.00
RMTI	1.32	1.29	-	11.10M	-32.10M	62.60M	-0.56	1.16	-	-	300	Yes	Yes	2.00	-	-	-	0.18	-	1.12	-	1.00	1.30	-	-	-4.71%	-2.86	-3.92	-0.09	-838.20%	38.00%	-57.90%	3.10%	3.90%	-912.00%	May 16 AMC	-35.86%	8.40%	0.00%	25.70%	-61.60%	-474.90%	-	-5.80%	-47.70%	-51.30%	-	8.54M	7.58M	3.64%	4.17	44.00	1.25 - 9.52	-86.39%	3.60%	32.80	0.97	66.25K	0.39%	-12.20%	-70.87%	-71.01%	-85.28%	-71.29%	1.18	0.12	5.69% 8.44%	1.30	44.00
XCUR	1.97	1.98	-	8.30M	-60.00M	1.10M	0.80	6.30	-	-	40	No	Yes	3.00	-	-	-	7.54	2.48	0.31	-	1.40	1.40	0.00	0.00	-40.92%	-19.53	-	-0.07	-155.70%	-	-10.90%	-	160.00%	51.40%	-	-45.30%	13.95%	251.82%	30.76%	-92.60%	-368.50%	-	-	-	-	-	101.13M	78.14M	0.18%	0.34	93.75	1.85 - 59.40	-96.67%	7.03%	27.49	0.26	417.17K	-8.33%	-41.59%	-67.33%	-67.33%	-95.48%	-67.34%	1.44	0.45	8.56% 14.33%	2.02	93.75
ALTR	53.01	53.23	-	4.28B	-11.60M	541.80M	7.79	5.05	-	-	2800	Yes	Yes	2.30	-	57.55	-	7.89	6.83	10.54	179.68	1.30	1.30	0.37	0.00	1.58%	-0.17	0.93	0.09	19.50%	-	-21.80%	11.20%	6.40%	-27.10%	May 05 AMC	0.53%	1.00%	-3.44%	98.10%	-1.10%	-2.10%	0.50%	76.40%	2.70%	-2.10%	-	79.46M	51.12M	5.31%	7.28	71.60	48.50 - 82.96	-35.84%	9.75%	50.99	0.51	372.75K	1.39%	-3.71%	-13.96%	-21.64%	-21.12%	-31.16%	1.49	2.11	3.09% 3.87%	53.61	71.60
TSAT	11.03	11.62	-	549.63M	58.50M	581.20M	27.68	24.68	-	-	429	Yes	Yes	-	6.34	-	-	0.95	0.42	0.47	-	9.20	9.20	8.62	8.61	-12.70%	1.83	-	-	-31.40%	-	-	-	-2.50%	34.10%	May 06 BMO	-15.96%	1.24%	0.00%	82.90%	-	-	7.90%	96.20%	53.90%	10.10%	0.00%	12.02M	11.77M	5.62%	5.48	-	10.33 - 56.54	-79.45%	12.49%	36.78	0.70	120.63K	4.03%	-32.54%	-27.33%	-59.44%	-67.93%	-59.47%	2.05	1.00	7.35% 6.88%	11.09	-
CIVI	51.06	50.62	-	4.29B	270.70M	1.67B	54.66	1.82	1.85	3.65%	322	Yes	Yes	1.80	12.72	3.68	0.85	2.56	0.93	27.81	7.04	0.50	0.50	0.00	0.11	-18.19%	3.98	13.74	3.61	-4.30%	15.00%	15.00%	36.70%	715.00%	170.00%	May 04 AMC	-21.38%	0.80%	-2.60%	-	6.10%	9.00%	4.80%	93.90%	41.80%	16.20%	40.20%	84.84M	84.26M	5.31%	5.03	88.83	30.94 - 83.74	-39.55%	63.61%	35.50	0.56	889.99K	-3.19%	-38.82%	-14.28%	-1.48%	12.11%	6.05%	1.81	3.98	6.28% 6.28%	50.51	88.83
ORGO	5.29	5.1	-	692.12M	85.00M	463.60M	1.89	0.80	-	-	950	Yes	Yes	1.00	8.01	11.59	3.32	1.49	2.70	6.41	21.76	2.50	2.80	0.30	0.29	0.46%	0.64	0.44	0.09	358.80%	2.41%	96.00%	-	-4.40%	-99.10%	May 10 AMC	-9.37%	1.20%	-51.76%	46.10%	21.20%	39.90%	32.40%	75.50%	12.80%	18.30%	0.00%	128.79M	62.91M	11.25%	6.69	14.50	4.62 - 17.50	-70.86%	10.39%	45.90	0.90	1.06M	4.51%	-7.44%	-35.20%	-39.29%	-69.15%	-44.81%	1.41	0.28	5.53% 5.36%	5.36	14.50
AFRI	10.06	10.31	-	265.59M	-3.40M	236.18M	7.50	0.00	-	-	-	No	No	-	-	-	-	1.12	1.37	-	-	0.00	0.00	0.04	0.00	27.77%	-0.22	-	-	-	-	-	-	46.90%	-190.20%	-	10.19%	82.03%	0.00%	41.70%	-2.90%	-2.90%	-	-	-	-	-	15.05M	4.75M	0.11%	0.04	-	4.61 - 16.37	-37.02%	123.64%	63.45	0.30	117.27K	25.27%	7.40%	0.59%	1.68%	3.20%	1.88%	-	1.34	12.08% 25.34%	10.04	-
KDP	36.22	36.2	S&P 500	51.28B	2.41B	12.86B	17.99	0.42	0.75	2.07%	27500	Yes	Yes	2.30	21.45	19.70	3.04	3.99	2.01	86.62	33.60	0.40	0.50	0.49	0.48	2.31%	1.69	1.84	0.38	58.30%	7.06%	-19.80%	14.50%	6.10%	77.60%	Jul 28 BMO	0.89%	5.40%	-0.23%	54.20%	4.80%	9.70%	5.60%	54.80%	24.50%	18.70%	44.20%	1.42B	841.37M	1.22%	0.84	40.66	32.44 - 39.35	-8.01%	11.59%	55.93	0.60	12.21M	2.29%	-0.58%	-4.31%	-2.24%	4.11%	-1.79%	0.63	0.75	1.92% 2.06%	36.15	40.66
ITCI	57.07	57.57	-	5.47B	-303.50M	102.90M	8.56	8.12	-	-	512	Yes	Yes	1.70	-	-	-	53.18	6.73	7.09	-	14.20	14.40	0.00	0.00	3.27%	-3.62	-1.34	-0.82	-8.40%	-	-5.40%	202.50%	120.10%	-19.50%	May 10 BMO	4.29%	1.40%	-30.39%	92.10%	-47.80%	-53.90%	-68.40%	90.50%	-	-	-	92.60M	92.03M	3.90%	4.19	72.42	28.40 - 66.00	-12.77%	102.71%	52.97	0.55	856.52K	0.86%	-2.08%	-12.29%	27.00%	42.71%	9.99%	1.24	3.35	6.30% 6.14%	58.01	72.42
GABC	34.69	34.72	-	1.02B	73.60M	178.10M	22.07	23.30	0.92	2.65%	894	Yes	Yes	3.00	12.64	10.79	1.40	5.75	1.57	1.49	11.49	-	-	0.00	0.00	-2.13%	2.75	3.22	0.72	35.30%	9.00%	15.10%	10.50%	18.80%	-58.20%	-	-3.12%	1.40%	2.49%	39.90%	1.30%	11.30%	20.40%	-	94.70%	41.30%	31.30%	29.40M	27.73M	1.51%	5.49	40.38	33.51 - 43.79	-20.71%	3.60%	41.76	0.54	76.21K	1.58%	-7.14%	-6.34%	-14.10%	-3.39%	-10.93%	0.68	0.95	3.05% 2.77%	34.73	40.38
ASM	0.57	0.58	-	73.65M	-	11.23M	1.17	0.12	-	-	30	No	Yes	-	-	4.13	-	6.56	0.49	4.88	15.67	2.00	2.40	0.07	0.01	-5.50%	-0.07	0.14	0.02	450.00%	-	26.84%	-	562.30%	152.90%	Apr 14 BMO	-12.02%	18.00%	0.00%	3.32%	-	-	-	-	-	-	-	103.82M	69.77M	0.94%	1.65	-	0.52 - 1.14	-49.26%	11.23%	42.65	0.32	396.36K	6.89%	-19.63%	-35.29%	-28.15%	-46.44%	-32.82%	1.40	0.04	5.08% 6.19%	0.57	-
BYSI	1.67	1.81	-	65.40M	-64.20M	1.40M	0.68	2.00	-	-	103	Yes	Yes	2.80	-	-	-	46.71	2.66	0.90	-	5.00	5.00	0.06	0.00	16.14%	-1.65	-1.75	-0.24	19.10%	-	-17.10%	-	50.00%	53.00%	Apr 14 BMO	21.85%	65.16%	0.00%	31.80%	-71.40%	-133.10%	-244.40%	-	-	-	-	39.05M	18.52M	22.22%	11.20	14.32	1.13 - 33.00	-94.52%	60.18%	62.28	0.56	367.51K	25.69%	-3.21%	-28.46%	-59.87%	-81.47%	-60.04%	1.12	0.20	11.12% 14.24%	1.68	14.32
HAPP	0.23	0.23	-	18.21M	-12.50M	96.50M	3.39	0.58	-	-	179	No	Yes	2.00	-	-	-	0.19	0.07	0.40	-	6.60	6.80	0.02	0.00	12.30%	-0.46	-	-	-94.40%	-	-	-	49.40%	-201.90%	-	11.54%	17.39%	0.00%	1.00%	-12.60%	-14.10%	0.60%	14.80%	-13.10%	-12.90%	-	26.93M	26.40M	1.72%	0.27	3.00	0.13 - 1.54	-85.06%	74.98%	59.41	0.35	1.67M	9.57%	28.26%	-34.26%	-60.10%	-84.86%	-59.62%	-	0.02	10.72% 12.77%	0.23	3.00
KAI	190.29	183.8	-	2.20B	108.70M	840.60M	51.41	7.19	1.04	0.57%	2900	Yes	Yes	2.20	19.73	18.86	2.47	2.62	3.58	25.57	15.51	1.10	1.80	0.41	0.41	1.45%	9.32	9.75	2.04	51.10%	8.00%	20.20%	13.70%	31.30%	147.80%	May 03 AMC	-0.22%	1.50%	-1.58%	97.10%	9.80%	19.50%	10.70%	42.80%	17.80%	12.90%	10.80%	11.63M	11.51M	1.68%	5.55	219.33	167.40 - 240.47	-23.57%	9.80%	50.82	1.38	34.77K	0.80%	-3.57%	-2.35%	-18.02%	5.65%	-20.25%	1.17	5.94	3.19% 3.17%	189.03	219.33
GRIN	16.02	15.91	-	299.74M	148.80M	494.30M	18.32	5.65	1.88	11.82%	596	No	Yes	-	2.11	2.93	-	0.61	0.87	2.81	-	1.60	1.80	0.82	0.63	-16.61%	7.54	5.43	-	398.30%	-	36.00%	4.20%	61.30%	-	May 24 AMC	-31.63%	22.70%	0.00%	28.40%	23.20%	49.00%	22.20%	41.20%	32.00%	29.50%	19.10%	18.68M	11.65M	3.99%	1.15	31.00	9.00 - 28.98	-45.10%	76.76%	30.75	0.86	405.79K	-7.23%	-40.21%	-30.07%	-8.77%	28.31%	-11.76%	0.96	1.32	7.01% 6.55%	15.81	31.00
CELC	9.41	9.43	-	142.20M	-34.70M	-	4.13	5.19	-	-	39	Yes	Yes	1.70	-	-	-	-	2.28	1.82	-	22.40	22.40	0.24	0.24	9.75%	-2.50	-1.48	-0.51	-139.70%	29.00%	-44.30%	-	-	-111.00%	-	29.96%	27.70%	-0.04%	66.30%	-46.30%	-60.00%	-	-	-	-	-	14.92M	10.43M	5.16%	5.50	30.50	4.81 - 25.54	-63.08%	96.05%	65.82	0.54	97.86K	3.63%	30.61%	7.77%	-22.32%	-61.27%	-28.51%	1.29	0.65	6.75% 7.87%	9.52	30.50
NOVT	124.95	127.65	-	4.51B	57.80M	748.40M	15.05	2.80	-	-	2700	Yes	Yes	2.20	78.94	36.06	22.55	6.02	8.48	45.62	75.50	1.30	2.10	0.79	0.78	6.08%	1.62	3.54	0.74	12.60%	3.50%	17.40%	12.90%	25.60%	66.40%	May 10 BMO	3.69%	0.90%	0.00%	98.56%	5.10%	11.30%	6.10%	43.00%	10.30%	7.70%	0.00%	35.54M	35.36M	3.98%	10.33	142.67	110.84 - 184.44	-30.79%	15.17%	57.73	1.01	136.14K	5.26%	2.86%	-5.56%	-24.15%	-7.19%	-27.61%	1.07	4.55	3.85% 3.53%	126.23	142.67
CDAQU	9.69	9.69	-	-	-	-	0.00	-	-	-	-	No	Yes	-	-	-	-	-	3230.00	-	-	-	-	-	-	-0.47%	-	-	-	-	-	-	-	-	-	-	-0.76%	-	-	36.44%	-	-	-	-	-	-	-	-	13.81M	0.03%	0.94	-	9.65 - 10.04	-3.49%	0.41%	45.18	1.57	4.43K	0.00%	-0.31%	-1.92%	-	-	-1.92%	-	0.04	0.17% 0.14%	9.69	-
SAFE	39.02	39.1	-	2.45B	81.10M	203.90M	34.57	0.49	0.71	1.81%	143	Yes	Yes	2.30	26.84	21.23	0.73	12.03	1.13	80.14	-	-	-	1.45	1.45	6.69%	1.46	1.84	0.41	15.40%	36.90%	30.00%	53.80%	38.90%	34.80%	Apr 21 BMO	-4.23%	65.00%	8.98%	38.40%	1.90%	4.80%	3.40%	98.60%	79.20%	39.80%	46.60%	58.12M	21.49M	10.90%	10.11	80.29	33.61 - 95.29	-58.97%	16.33%	51.94	0.80	231.80K	10.55%	-10.14%	-28.57%	-48.07%	-51.97%	-51.03%	0.23	1.72	4.29% 4.57%	39.59	80.29
SGRP	1.14	1.16	-	25.30M	-2.00M	253.60M	1.18	0.61	-	-	1232	No	Yes	-	-	-	-	0.10	0.98	1.92	-	1.50	1.50	0.65	0.03	1.35%	-0.10	-	-	-152.60%	-	-65.20%	13.70%	-3.40%	-27.00%	May 16 BMO	-0.75%	26.10%	-1.73%	7.20%	-2.10%	-8.70%	6.60%	18.60%	1.40%	-0.80%	-	21.58M	10.93M	0.12%	0.53	-	1.00 - 3.86	-69.90%	16.20%	49.73	0.35	25.34K	-1.53%	-2.35%	-7.78%	-3.97%	-10.31%	-5.53%	1.23	0.07	2.93% 5.77%	1.16	-
VCIF	9.33	9.35	-	97.05M	 Fund Stock Quote	-	-	-	0.88	9.41%	-	No	Yes	-	-	-	-	-	-	-	-	-	-	-	-	0.96%	-	-	-	-	-	-	-	-	-	-	0.11%	0.19%	0.00%	55.01%	-	-	-	-	-	-	-	10.38M	-	-	0.23	-	9.03 - 10.71	-12.66%	3.54%	51.87	0.57	16.99K	0.00%	0.54%	-6.22%	-8.06%	-11.77%	-8.33%	-	0.11	0.74% 1.19%	9.35	-
IMPL	8.74	9.03	-	205.61M	-92.20M	2.40M	1.19	5.70	-	-	129	No	Yes	1.30	-	-	-	85.67	7.59	1.58	-	5.70	5.90	0.00	1.71	1.02%	-4.27	-1.74	-1.05	-120.10%	-	-	-	-	-98.10%	May 16 BMO	18.58%	0.40%	0.00%	65.00%	-84.50%	-178.00%	-89.70%	29.00%	-	-	-	23.14M	22.91M	2.31%	5.73	40.33	5.72 - 34.75	-74.01%	57.87%	55.30	0.67	92.18K	-3.11%	-0.44%	31.63%	19.60%	7.76%	4.63%	-	0.80	8.10% 9.83%	8.87	40.33
IH	2.64	2.64	-	136.70M	-4.60M	143.40M	1.73	2.07	-	-	1119	No	Yes	1.00	-	-	-	0.95	1.53	1.28	-	2.00	2.10	0.00	0.00	3.91%	-0.09	-0.09	-	34.80%	-	-	-	7.10%	87.20%	Jun 21 BMO	0.09%	13.02%	0.00%	15.40%	-2.70%	-5.00%	-8.90%	69.70%	-4.80%	-3.20%	-	53.48M	14.51M	0.50%	4.84	4.10	1.10 - 11.50	-77.04%	140.00%	54.77	0.56	14.90K	11.86%	-4.69%	10.00%	-14.29%	-73.55%	-5.71%	-	0.25	8.78% 10.57%	2.56	4.10
FRA	11.58	11.58	-	407.99M	 Strategies Fund, Inc. Stock Quote	31.02M	14.01	-	0.80	6.91%	-	No	Yes	-	5.35	-	-	13.15	0.83	-	-	-	-	-	-	1.33%	2.16	-	-	-	-	-	-	-	-	-	-0.58%	-	-	30.83%	-	-	-	-	-	-	-	35.23M	-	-	0.38	-	10.97 - 14.46	-19.92%	5.56%	52.71	0.69	162.47K	1.67%	-1.53%	-10.99%	-13.52%	-13.00%	-13.78%	-	0.17	1.62% 1.54%	11.59	-
FLWS	10.07	10.05	-	661.69M	65.20M	2.21B	8.21	1.41	-	-	4800	Yes	Yes	2.20	10.28	16.37	0.51	0.30	1.22	7.11	-	0.60	1.40	0.31	0.28	0.86%	0.98	0.61	-0.26	100.70%	20.00%	26.50%	12.60%	-1.00%	-	Apr 28 BMO	-1.63%	0.90%	0.17%	72.80%	5.60%	12.40%	17.20%	38.80%	3.80%	3.00%	0.00%	65.03M	24.05M	19.24%	5.12	14.21	8.81 - 35.72	-71.86%	14.07%	49.43	0.52	903.77K	5.68%	0.10%	-21.11%	-58.37%	-68.66%	-57.00%	1.64	0.56	6.91% 5.42%	10.25	14.21
PLYM	17.89	17.94	-	717.78M	-30.30M	151.50M	10.25	0.64	0.88	4.91%	39	Yes	Yes	1.90	-	-	-	4.74	1.75	28.04	3588.90	0.60	0.60	2.32	2.32	-0.85%	-0.92	-0.45	-0.11	38.10%	-	35.30%	47.90%	34.20%	10.40%	Aug 03 AMC	-10.19%	1.20%	0.00%	91.60%	-2.50%	-9.20%	0.90%	66.80%	5.00%	-20.00%	-	36.23M	36.12M	1.73%	1.86	26.00	17.04 - 32.37	-44.58%	5.28%	39.61	0.52	335.97K	2.28%	-9.89%	-31.71%	-39.60%	-11.54%	-43.94%	1.34	0.56	2.59% 2.88%	17.89	26.00
GNTY	35.94	36.1	-	430.31M	39.60M	101.90M	24.05	18.63	0.88	2.44%	472	No	Yes	2.20	11.16	10.68	-	4.22	1.50	1.94	11.09	-	-	0.22	0.18	0.67%	3.23	3.38	0.79	45.80%	-	26.00%	9.60%	-2.30%	-2.70%	Jul 18 BMO	1.39%	7.50%	-0.34%	24.40%	1.30%	13.40%	25.90%	-	96.40%	38.80%	25.00%	12.11M	8.95M	1.35%	6.08	41.00	31.65 - 44.60	-19.06%	14.06%	51.54	0.59	19.93K	-0.41%	-2.30%	3.62%	-5.32%	12.46%	-3.94%	0.45	0.72	1.48% 1.88%	35.86	41.00
HUIZ	1.22	1.23	-	63.20M	-18.70M	270.10M	1.08	-	-	-	1644	No	Yes	1.70	-	123.00	-	0.23	1.14	-	-	1.30	1.30	0.64	0.05	6.22%	-0.36	0.01	0.14	-409.00%	-	-	-	-59.30%	-62.50%	Jun 24 BMO	18.79%	29.84%	0.00%	1.30%	-9.10%	-33.90%	-19.20%	29.10%	-7.10%	-6.90%	-	51.29M	31.09M	0.88%	9.50	2.22	0.61 - 6.65	-81.50%	101.64%	59.02	0.52	28.65K	-0.81%	16.04%	-3.91%	-14.58%	-76.30%	-13.99%	-	0.09	5.37% 8.03%	1.22	2.22
FLO	27.01	26.85	-	5.73B	220.10M	4.46B	6.88	0.96	0.88	3.28%	8900	Yes	Yes	2.80	26.02	20.23	23.23	1.28	3.90	27.91	181.75	1.10	1.50	0.62	0.61	4.74%	1.03	1.33	0.39	34.90%	1.12%	4.40%	2.00%	10.30%	19.10%	May 19 AMC	2.36%	2.90%	-1.20%	76.80%	6.70%	15.40%	9.20%	49.50%	6.50%	4.90%	80.90%	212.00M	196.30M	4.62%	5.76	28.67	22.61 - 29.73	-9.69%	18.75%	58.87	0.80	1.57M	2.01%	2.87%	1.94%	-3.69%	12.86%	-2.26%	0.24	0.56	2.31% 2.12%	27.00	28.67
